# 724 rectangular buckets with a mean size of 21.33 x 8.52 data points
centerF1, centerF2, bucket, max, min, std, bucket_size_F1, bucket_size_F2
1.000, 0.500, 31639.7, 5865.5, 5865.5, 1307.2, 22, 8
1.000, 0.550, 56127.8, 12034.8, 12034.8, 2216.5, 22, 9
1.000, 0.600, 113542.9, 16038.0, 16038.0, 4212.8, 22, 8
1.000, 0.650, 47924.9, 12556.3, 12556.3, 2821.6, 22, 9
1.000, 0.700, 32076.3, 15752.0, 15752.0, 2908.6, 22, 8
1.000, 0.750, 104221.5, 52063.6, 52063.6, 10794.2, 22, 9
1.000, 0.800, 128723.4, 31584.7, 31584.7, 6652.4, 22, 8
1.000, 0.850, 229740.3, 98099.4, 98099.4, 26132.4, 22, 9
1.000, 0.900, 3101404.9, 1120279.0, 1120279.0, 277036.6, 22, 8
1.000, 0.950, 454361.5, 129177.6, 129177.6, 26191.3, 22, 9
1.000, 1.000, 1635953.5, 324679.1, 324679.1, 100873.4, 22, 8
1.000, 1.050, 382164.4, 80112.8, 80112.8, 19593.0, 22, 9
1.000, 1.100, 676036.4, 98064.1, 98064.1, 22153.8, 22, 8
1.000, 1.150, 2146906.4, 383902.9, 383902.9, 93234.2, 22, 9
1.000, 1.200, 555027.0, 88675.2, 88675.2, 19646.7, 22, 8
1.000, 1.250, 5093528.3, 3165665.2, 3165665.2, 570354.2, 22, 9
1.000, 1.300, 7310952.9, 3550381.5, 3550381.5, 837819.4, 22, 9
1.000, 1.350, 2549477.9, 1730618.5, 1730618.5, 385434.4, 22, 8
1.000, 1.400, 1190499.2, 1429927.3, 1429927.3, 228477.1, 22, 9
1.000, 1.450, 540098.3, 191755.8, 191755.8, 54435.5, 22, 8
1.000, 1.500, 2509.9, 17316.8, 17316.8, 2253.3, 22, 9
1.000, 1.550, 9877.0, 162160.2, 162160.2, 20843.7, 22, 8
1.000, 1.600, 699765.2, 410418.0, 410418.0, 76188.5, 22, 9
1.000, 1.650, 176095.3, 41189.1, 41189.1, 9065.6, 22, 8
1.000, 1.700, 175516.0, 33311.0, 33311.0, 9481.0, 22, 9
1.000, 1.750, 1006537.3, 236343.6, 236343.6, 64508.8, 22, 8
1.000, 1.800, 550806.4, 242551.6, 242551.6, 50689.7, 22, 9
1.000, 1.850, 327364.7, 99787.8, 99787.8, 23832.7, 22, 8
1.000, 1.900, 60344.9, 36579.4, 36579.4, 8693.8, 22, 9
1.000, 1.950, -5191.1, 18834.5, 18834.5, 3477.1, 22, 8
1.000, 2.000, 682739.6, 183234.0, 183234.0, 44526.6, 22, 9
1.000, 2.050, 286769.1, 132971.1, 132971.1, 25584.3, 22, 8
