# 29141 rectangular buckets with a mean size of 6.83 x 9.32 data points
centerF1, centerF2, bucket, max, min, std, bucket_size_F1, bucket_size_F2
-10.000, 0.500, -1182241.8, 240542.8, 240542.8, 89515.6, 6, 9
-10.000, 0.550, -1259917.5, 300547.5, 300547.5, 176045.0, 6, 10
-10.000, 0.600, -995095.6, 355868.2, 355868.2, 158225.1, 6, 9
-10.000, 0.650, 799816.4, 412807.0, 412807.0, 137387.1, 6, 9
-10.000, 0.700, -1505161.3, 171902.3, 171902.3, 152896.5, 6, 10
-10.000, 0.750, -1610814.7, 118020.5, 118020.5, 122060.2, 6, 9
-10.000, 0.800, 2851673.0, 654332.2, 654332.2, 216587.6, 6, 9
-10.000, 0.850, 4111451.1, 850991.4, 850991.4, 302590.8, 6, 10
-10.000, 0.900, -4984094.5, 57074.9, 57074.9, 187037.2, 6, 9
-10.000, 0.950, -1378073.2, 236617.5, 236617.5, 159897.3, 6, 9
-10.000, 1.000, -2026262.7, 409943.5, 409943.5, 141876.9, 6, 10
-10.000, 1.050, 5887186.2, 1094620.4, 1094620.4, 457392.4, 6, 9
-10.000, 1.100, -3293559.1, 14105.8, 14105.8, 64815.0, 6, 9
-10.000, 1.150, 1490547.8, 724227.7, 724227.7, 315070.2, 6, 10
-10.000, 1.200, -4034526.1, 337555.8, 337555.8, 199390.1, 6, 9
-10.000, 1.250, -2269813.4, 158372.3, 158372.3, 106543.3, 6, 9
-10.000, 1.300, -20771341.6, -139861.7, -139861.7, 761719.9, 6, 10
-10.000, 1.350, -3758569.5, -75579.2, -75579.2, 56509.2, 6, 9
-10.000, 1.400, 1084479.8, 321867.3, 321867.3, 154435.1, 6, 9
-10.000, 1.450, -3191535.7, 616324.0, 616324.0, 283889.4, 6, 9
-10.000, 1.500, -2036110.0, 388780.4, 388780.4, 208508.1, 6, 10
-10.000, 1.550, -3788562.5, -387.1, -387.1, 69793.4, 6, 9
-10.000, 1.600, 1697035.6, 466188.1, 466188.1, 207631.9, 6, 9
-10.000, 1.650, -1378232.7, 623132.5, 623132.5, 262715.0, 6, 10
-10.000, 1.700, -3230465.8, 77802.9, 77802.9, 94071.8, 6, 9
-10.000, 1.750, 5604591.1, 777536.6, 777536.6, 214665.3, 6, 9
-10.000, 1.800, -491227.5, 290896.9, 290896.9, 183235.3, 6, 10
-10.000, 1.850, -1410787.8, 326587.2, 326587.2, 148987.1, 6, 9
-10.000, 1.900, -1627341.1, 69972.8, 69972.8, 72353.7, 6, 9
-10.000, 1.950, 1943072.0, 417221.2, 417221.2, 170994.0, 6, 10
-10.000, 2.000, -1447873.3, 388451.8, 388451.8, 122611.5, 6, 9
-10.000, 2.050, 5483781.0, 1118648.4, 1118648.4, 285671.6, 6, 9
-10.000, 2.100, 177819.9, 245165.0, 245165.0, 98625.4, 6, 10
-10.000, 2.150, -194697.8, 259836.9, 259836.9, 99783.6, 6, 9
-10.000, 2.200, 636525.7, 282808.9, 282808.9, 180288.7, 6, 9
-10.000, 2.250, -1115636.5, 351987.6, 351987.6, 149771.9, 6, 10
-10.000, 2.300, -6129602.6, -46333.5, -46333.5, 91278.4, 6, 9
-10.000, 2.350, 336519.7, 588899.8, 588899.8, 216018.9, 6, 9
-10.000, 2.400, -3565073.6, 226423.2, 226423.2, 171328.2, 6, 9
-10.000, 2.450, 3873276.5, 909503.0, 909503.0, 291464.0, 6, 10
-10.000, 2.500, -2322424.3, 150517.7, 150517.7, 114371.1, 6, 9
-10.000, 2.550, -2268304.0, 192327.3, 192327.3, 164270.4, 6, 9
-10.000, 2.600, -1787975.1, 420174.4, 420174.4, 157159.2, 6, 10
-10.000, 2.650, 6336743.8, 1380597.9, 1380597.9, 485813.6, 6, 9
-10.000, 2.700, 1295102.2, 986795.2, 986795.2, 285603.4, 6, 9
-10.000, 2.750, -2539626.8, 88773.4, 88773.4, 111744.4, 6, 10
-10.000, 2.800, -3148636.5, 348530.4, 348530.4, 200086.0, 6, 9
-10.000, 2.850, -2703586.1, 196784.5, 196784.5, 116299.0, 6, 9
-10.000, 2.900, 656761.4, 375481.2, 375481.2, 142628.9, 6, 10
-10.000, 2.950, 12545712.9, 1063876.3, 1063876.3, 225124.2, 6, 9
-10.000, 3.000, 2983073.5, 726989.0, 726989.0, 283113.2, 6, 9
-10.000, 3.050, 1729812.0, 711919.6, 711919.6, 211968.5, 6, 10
-10.000, 3.100, 3991321.2, 545450.1, 545450.1, 179891.5, 6, 9
-10.000, 3.150, -1000489.6, 327063.5, 327063.5, 141423.0, 6, 9
-10.000, 3.200, -910150.7, 387994.3, 387994.3, 187259.1, 6, 10
-10.000, 3.250, -448511.2, 299023.5, 299023.5, 189922.7, 6, 9
-10.000, 3.300, -33230922.8, 254262.1, 254262.1, 1231670.9, 6, 9
-10.000, 3.350, -4520113.2, 273069.3, 273069.3, 334966.4, 6, 9
-10.000, 3.400, 1982805.4, 599812.5, 599812.5, 180715.5, 6, 10
-10.000, 3.450, -4604248.0, 105719.9, 105719.9, 151912.6, 6, 9
-10.000, 3.500, 389590.9, 883979.7, 883979.7, 239296.2, 6, 9
-10.000, 3.550, 7570767.0, 1692038.3, 1692038.3, 572923.2, 6, 10
-10.000, 3.600, -1295743.4, 347113.7, 347113.7, 143753.5, 6, 9
-10.000, 3.650, 10296453.3, 1120354.7, 1120354.7, 314397.4, 6, 9
-10.000, 3.700, 12957743.3, 1576355.5, 1576355.5, 465094.4, 6, 10
-10.000, 3.750, 3899807.9, 868119.3, 868119.3, 246653.6, 6, 9
-10.000, 3.800, 113266537.9, 9402644.9, 9402644.9, 2079483.0, 6, 9
-10.000, 3.850, 10082896.1, 3690988.5, 3690988.5, 921315.3, 6, 10
-10.000, 3.900, -727206.7, 229806.1, 229806.1, 110853.1, 6, 9
-10.000, 3.950, -2560964.5, 40851.4, 40851.4, 100531.8, 6, 9
-10.000, 4.000, -3238760.9, 326672.2, 326672.2, 148591.5, 6, 10
-10.000, 4.050, 4848762.9, 616018.5, 616018.5, 154541.4, 6, 9
-10.000, 4.100, 839024.3, 528132.3, 528132.3, 198804.1, 6, 9
-10.000, 4.150, 7220057.9, 868366.2, 868366.2, 333576.2, 6, 10
-10.000, 4.200, -4271595.7, 88434.8, 88434.8, 130376.8, 6, 9
-10.000, 4.250, 208841.9, 346895.7, 346895.7, 159308.1, 6, 9
-10.000, 4.300, 3580435.2, 845752.3, 845752.3, 350210.7, 6, 10
-10.000, 4.350, -3089698.1, 225069.9, 225069.9, 139907.9, 6, 9
-10.000, 4.400, -2825145.9, 234429.6, 234429.6, 143748.8, 6, 9
-10.000, 4.450, -581597.8, 293761.1, 293761.1, 141803.0, 6, 9
-10.000, 4.500, -516750.9, 158889.4, 158889.4, 114759.6, 6, 10
-10.000, 4.550, -3035113.4, 264751.2, 264751.2, 223721.0, 6, 9
-10.000, 4.600, -2287987.7, 696766.9, 696766.9, 289720.8, 6, 9
-10.000, 4.650, 6729176.4, 965695.0, 965695.0, 305787.0, 6, 10
-10.000, 4.700, -1642841.6, 337634.8, 337634.8, 157641.6, 6, 9
-10.000, 4.750, -5088920.4, -91194.1, -91194.1, 100907.9, 6, 9
-10.000, 4.800, -2816177.5, 332915.5, 332915.5, 183447.1, 6, 10
-10.000, 4.850, -12944114.1, 278059.6, 278059.6, 741096.0, 6, 9
-10.000, 4.900, -73837760.6, -72502.1, -72502.1, 2595398.4, 6, 9
-10.000, 4.950, -1416369.9, 607674.2, 607674.2, 240402.5, 6, 10
-10.000, 5.000, 144589.3, 354110.2, 354110.2, 171887.0, 6, 9
-10.000, 5.050, -2988358.0, 254298.8, 254298.8, 176051.6, 6, 9
-10.000, 5.100, -1804258.1, 190637.9, 190637.9, 131507.7, 6, 10
-10.000, 5.150, -4012911.0, 43232.8, 43232.8, 80571.7, 6, 9
-10.000, 5.200, -1791532.0, 213946.4, 213946.4, 131828.1, 6, 9
-10.000, 5.250, 2930181.7, 792177.0, 792177.0, 294401.0, 6, 10
-10.000, 5.300, 1521788.8, 912041.3, 912041.3, 298569.9, 6, 9
-10.000, 5.350, 6960446.9, 945636.9, 945636.9, 342940.6, 6, 9
-10.000, 5.400, 5457059.6, 726629.1, 726629.1, 255891.7, 6, 9
-10.000, 5.450, -1440785.7, 498334.2, 498334.2, 190714.6, 6, 10
-10.000, 5.500, 2247959.1, 445849.0, 445849.0, 197760.9, 6, 9
-10.000, 5.550, -2657069.9, 77373.0, 77373.0, 109057.4, 6, 9
-10.000, 5.600, -1689334.6, 364419.5, 364419.5, 122679.3, 6, 10
-10.000, 5.650, 1592921.7, 475979.3, 475979.3, 185811.5, 6, 9
