# 29141 rectangular buckets with a mean size of 6.83 x 9.32 data points
centerF1, centerF2, bucket, max, min, std, bucket_size_F1, bucket_size_F2
-10.000, 0.500, 854421.4, 331685.0, 331685.0, 193997.5, 6, 10
-10.000, 0.550, 3124965.8, 573039.6, 573039.6, 178597.2, 6, 9
-10.000, 0.600, 3341888.4, 783812.7, 783812.7, 258259.6, 6, 9
-10.000, 0.650, 1457865.1, 689144.4, 689144.4, 247746.3, 6, 10
-10.000, 0.700, 1325282.2, 353890.1, 353890.1, 144809.9, 6, 9
-10.000, 0.750, -493084.7, 334992.7, 334992.7, 143921.6, 6, 9
-10.000, 0.800, 843869.4, 426224.4, 426224.4, 176359.7, 6, 10
-10.000, 0.850, -793574.6, 625886.6, 625886.6, 292321.2, 6, 9
-10.000, 0.900, 283513.9, 264301.2, 264301.2, 166412.0, 6, 9
-10.000, 0.950, -2142992.0, 165313.2, 165313.2, 115183.7, 6, 10
-10.000, 1.000, -14928223.8, -245664.6, -245664.6, 255022.2, 6, 9
-10.000, 1.050, -2392850.0, 6993.4, 6993.4, 69680.5, 6, 9
-10.000, 1.100, -471569.5, 181132.2, 181132.2, 96320.4, 6, 10
-10.000, 1.150, -10514391.5, -139808.5, -139808.5, 223477.1, 6, 9
-10.000, 1.200, -7078998.7, 111623.9, 111623.9, 283782.1, 6, 9
-10.000, 1.250, -237949.2, 274641.6, 274641.6, 107983.4, 6, 9
-10.000, 1.300, -11382291.6, 293579.7, 293579.7, 364210.6, 6, 10
-10.000, 1.350, -3068144.3, 435320.6, 435320.6, 353553.7, 6, 9
-10.000, 1.400, -12923466.4, -128059.3, -128059.3, 425487.8, 6, 9
-10.000, 1.450, -3792338.5, 80686.5, 80686.5, 92142.8, 6, 10
-10.000, 1.500, 517094.5, 360630.1, 360630.1, 130242.4, 6, 9
-10.000, 1.550, -1530926.4, 121128.4, 121128.4, 98104.2, 6, 9
-10.000, 1.600, 4243055.5, 958556.5, 958556.5, 310967.5, 6, 10
-10.000, 1.650, -1321000.2, 269332.4, 269332.4, 113507.1, 6, 9
-10.000, 1.700, -3590725.9, 117174.4, 117174.4, 95853.9, 6, 9
-10.000, 1.750, 1305877.8, 407819.1, 407819.1, 147782.6, 6, 10
-10.000, 1.800, -1468897.9, 114381.6, 114381.6, 117595.4, 6, 9
-10.000, 1.850, -2078399.0, 182699.8, 182699.8, 127780.3, 6, 9
-10.000, 1.900, 617102.5, 352777.7, 352777.7, 132981.4, 6, 10
-10.000, 1.950, 820738.1, 535728.0, 535728.0, 238517.6, 6, 9
-10.000, 2.000, -712652.2, 359940.2, 359940.2, 116498.9, 6, 9
-10.000, 2.050, -2230150.6, 352009.1, 352009.1, 135145.0, 6, 10
-10.000, 2.100, -2667307.1, -55834.2, -55834.2, 61738.8, 6, 9
-10.000, 2.150, 3613477.0, 739216.4, 739216.4, 229112.9, 6, 9
-10.000, 2.200, -968137.3, 105371.3, 105371.3, 71623.1, 6, 9
-10.000, 2.250, 1196688.8, 403836.4, 403836.4, 229898.7, 6, 10
-10.000, 2.300, -66343.0, 490198.5, 490198.5, 199371.4, 6, 9
-10.000, 2.350, 1681128.5, 547405.3, 547405.3, 174507.9, 6, 9
-10.000, 2.400, -5913759.5, 92994.5, 92994.5, 198269.8, 6, 10
-10.000, 2.450, 331748.5, 408286.5, 408286.5, 164353.7, 6, 9
-10.000, 2.500, -791850.2, 259241.1, 259241.1, 84284.8, 6, 9
-10.000, 2.550, 174700.8, 456537.9, 456537.9, 173574.2, 6, 10
-10.000, 2.600, -3037965.3, 135349.1, 135349.1, 142110.0, 6, 9
-10.000, 2.650, 5717634.2, 633726.4, 633726.4, 222724.0, 6, 9
-10.000, 2.700, -1519044.5, 635162.2, 635162.2, 256198.1, 6, 10
-10.000, 2.750, 6248555.9, 763681.3, 763681.3, 289939.0, 6, 9
-10.000, 2.800, -2188632.7, 655303.3, 655303.3, 278520.0, 6, 9
-10.000, 2.850, -5275417.6, -9058.3, -9058.3, 96619.4, 6, 10
-10.000, 2.900, -2807048.6, 47539.5, 47539.5, 104563.6, 6, 9
-10.000, 2.950, -2595403.8, 142223.6, 142223.6, 164397.4, 6, 9
-10.000, 3.000, -4739438.9, -94226.7, -94226.7, 80554.5, 6, 10
-10.000, 3.050, 1616141.7, 484325.2, 484325.2, 194131.3, 6, 9
-10.000, 3.100, 603165.9, 533687.6, 533687.6, 263946.8, 6, 9
-10.000, 3.150, 1572159.0, 493133.2, 493133.2, 217922.5, 6, 9
-10.000, 3.200, 6546123.1, 982497.1, 982497.1, 282845.4, 6, 10
-10.000, 3.250, 4078094.6, 622791.0, 622791.0, 247612.5, 6, 9
-10.000, 3.300, -10381627.8, 304021.7, 304021.7, 449756.0, 6, 9
-10.000, 3.350, -3983432.4, 636721.4, 636721.4, 346674.9, 6, 10
-10.000, 3.400, -2027910.9, 451467.1, 451467.1, 148545.5, 6, 9
-10.000, 3.450, -1039437.7, 190367.1, 190367.1, 145614.6, 6, 9
-10.000, 3.500, 2706465.7, 511289.4, 511289.4, 223223.8, 6, 10
-10.000, 3.550, 3654741.7, 575215.5, 575215.5, 149897.7, 6, 9
-10.000, 3.600, -3110072.5, 174322.6, 174322.6, 84660.9, 6, 9
