# 29141 rectangular buckets with a mean size of 10.67 x 18.64 data points
centerF1, centerF2, bucket, max, min, std, bucket_size_F1, bucket_size_F2
-10.000, 0.500, 6211392.4, 3555160.2, 3555160.2, 1216168.4, 11, 19
-10.000, 0.550, 3775707.0, 2126419.5, 2126419.5, 766951.0, 11, 18
-10.000, 0.600, 7419068.7, 3715184.0, 3715184.0, 1129228.0, 11, 19
-10.000, 0.650, 3611644.4, 2517212.4, 2517212.4, 992494.1, 11, 19
-10.000, 0.700, 2219369.6, 1971485.9, 1971485.9, 540498.2, 11, 18
-10.000, 0.750, 1884795.1, 1453495.8, 1453495.8, 576725.0, 11, 19
-10.000, 0.800, 1813727.5, 2443691.6, 2443691.6, 770358.8, 11, 19
-10.000, 0.850, -2589776.5, 732639.7, 732639.7, 354596.0, 11, 18
-10.000, 0.900, -2071889.9, 632161.6, 632161.6, 201256.1, 11, 19
-10.000, 0.950, -1947193.3, 2457235.3, 2457235.3, 639236.6, 11, 19
-10.000, 1.000, -20715309.6, 1121513.4, 1121513.4, 792154.9, 11, 18
-10.000, 1.050, 2375575.9, 3342092.0, 3342092.0, 893567.2, 11, 19
-10.000, 1.100, -6624093.7, 396539.0, 396539.0, 314730.5, 11, 18
-10.000, 1.150, -17263173.2, 288652.6, 288652.6, 429502.6, 11, 19
-10.000, 1.200, -138786737.7, -1101584.6, -1101584.6, 5045205.0, 11, 19
-10.000, 1.250, -102670689.2, 990494.8, 990494.8, 6741229.0, 11, 18
-10.000, 1.300, -89442033.5, 59663009.4, 59663009.4, 12365014.5, 11, 19
-10.000, 1.350, 1444023592.0, 491719553.5, 491719553.5, 123764439.4, 11, 19
-10.000, 1.400, 6112488.4, 4892692.0, 4892692.0, 1215511.7, 11, 18
-10.000, 1.450, 78637501.4, 31022815.5, 31022815.5, 6560855.6, 11, 19
-10.000, 1.500, -1158319.1, 2164135.0, 2164135.0, 678183.3, 11, 19
-10.000, 1.550, 1046015.8, 1778674.1, 1778674.1, 650099.6, 11, 18
-10.000, 1.600, 908714.0, 1371022.4, 1371022.4, 493020.6, 11, 19
-10.000, 1.650, -565301.5, 1407207.6, 1407207.6, 550241.2, 11, 18
-10.000, 1.700, -1190493.9, 1559870.6, 1559870.6, 620249.9, 11, 19
-10.000, 1.750, -8694176.2, 969882.7, 969882.7, 479486.3, 11, 19
-10.000, 1.800, -2960128.2, 1666146.4, 1666146.4, 733556.8, 11, 18
-10.000, 1.850, 2073734.3, 4917883.7, 4917883.7, 1138277.6, 11, 19
-10.000, 1.900, 674788.1, 2377448.6, 2377448.6, 789001.6, 11, 19
-10.000, 1.950, -2554871.4, 2416489.9, 2416489.9, 864814.0, 11, 18
-10.000, 2.000, -683861.4, 7066806.6, 7066806.6, 1898899.3, 11, 19
-10.000, 2.050, -6005046.5, 4720277.2, 4720277.2, 899050.7, 11, 19
-10.000, 2.100, -2797815.6, 2289395.8, 2289395.8, 830164.3, 11, 18
-10.000, 2.150, 4916832.4, 2748841.0, 2748841.0, 900606.3, 11, 19
-10.000, 2.200, -2852009.7, 2058285.5, 2058285.5, 690177.9, 11, 18
-10.000, 2.250, -306562681.6, 1180541.0, 1180541.0, 11384527.4, 11, 19
-10.000, 2.300, -14348784.8, 842534.7, 842534.7, 1048073.6, 11, 19
-10.000, 2.350, -4804439.9, 978110.6, 978110.6, 460085.5, 11, 18
-10.000, 2.400, -4502137.7, 1153507.3, 1153507.3, 642046.2, 11, 19
-10.000, 2.450, 3481659.6, 1814734.5, 1814734.5, 579380.3, 11, 19
-10.000, 2.500, 451550.7, 1244426.8, 1244426.8, 642767.6, 11, 18
-10.000, 2.550, 6525194.2, 4864037.3, 4864037.3, 1027781.3, 11, 19
-10.000, 2.600, -6186904.1, 2096979.8, 2096979.8, 683920.3, 11, 19
-10.000, 2.650, -2923826.4, 1500658.0, 1500658.0, 636018.0, 11, 18
-10.000, 2.700, -8866693.1, 1076049.8, 1076049.8, 534356.3, 11, 19
-10.000, 2.750, -9065395.1, 2243431.5, 2243431.5, 673157.7, 11, 18
-10.000, 2.800, 411237.2, 3327683.6, 3327683.6, 1117887.4, 11, 19
-10.000, 2.850, -132832.7, 2133746.7, 2133746.7, 779654.9, 11, 19
-10.000, 2.900, -3587169.2, 2135550.2, 2135550.2, 764828.4, 11, 18
-10.000, 2.950, -1468486.3, 2104733.7, 2104733.7, 768335.4, 11, 19
-10.000, 3.000, 2352197.6, 3648088.4, 3648088.4, 1093567.5, 11, 19
-10.000, 3.050, 2496306.3, 2241731.8, 2241731.8, 874926.2, 11, 18
-10.000, 3.100, -7822063.6, 1950472.1, 1950472.1, 578806.5, 11, 19
-10.000, 3.150, -3631761.5, 1371362.1, 1371362.1, 498366.4, 11, 19
-10.000, 3.200, 109430.2, 1876566.3, 1876566.3, 658431.1, 11, 18
-10.000, 3.250, 6088142.4, 3396589.6, 3396589.6, 1017327.8, 11, 19
-10.000, 3.300, -4280740.4, 1772298.9, 1772298.9, 652369.2, 11, 18
-10.000, 3.350, 1587867.9, 3215720.8, 3215720.8, 1018535.4, 11, 19
-10.000, 3.400, 2320277.2, 1766105.1, 1766105.1, 600599.6, 11, 19
-10.000, 3.450, 5538527.1, 2669315.9, 2669315.9, 1024790.1, 11, 18
-10.000, 3.500, 4288732.9, 2521010.2, 2521010.2, 836768.5, 11, 19
-10.000, 3.550, 2275761.4, 3987333.1, 3987333.1, 1070267.2, 11, 19
-10.000, 3.600, -1621194.5, 2085558.5, 2085558.5, 712584.7, 11, 18
-10.000, 3.650, -5422939.7, 1909961.1, 1909961.1, 741875.6, 11, 19
-10.000, 3.700, -739618.4, 3519885.9, 3519885.9, 780371.5, 11, 19
-10.000, 3.750, 1272320.1, 2309911.1, 2309911.1, 838301.0, 11, 18
-10.000, 3.800, 4467719.4, 2378277.2, 2378277.2, 813110.2, 11, 19
-10.000, 3.850, -2502121.8, 1789186.0, 1789186.0, 682354.3, 11, 18
-10.000, 3.900, -1403501.8, 2714797.4, 2714797.4, 723717.9, 11, 19
-10.000, 3.950, 15231970.3, 4291109.2, 4291109.2, 1252588.0, 11, 19
-10.000, 4.000, -7973658.3, 838051.7, 838051.7, 415494.7, 11, 18
-10.000, 4.050, -6746545.1, 2107813.4, 2107813.4, 655590.1, 11, 19
-10.000, 4.100, 5722020.1, 3028069.8, 3028069.8, 875190.5, 11, 19
-10.000, 4.150, -10637529.1, 1293380.7, 1293380.7, 525741.7, 11, 18
-10.000, 4.200, 3785109.0, 2191236.7, 2191236.7, 737027.1, 11, 19
-10.000, 4.250, -1441672.2, 1021669.3, 1021669.3, 484995.2, 11, 19
-10.000, 4.300, 9128907.6, 2777209.2, 2777209.2, 1119367.2, 11, 18
-10.000, 4.350, -3523449.7, 2032278.3, 2032278.3, 614233.9, 11, 19
-10.000, 4.400, 1765669.1, 3362867.6, 3362867.6, 972836.0, 11, 18
-10.000, 4.450, 2991772.8, 2308548.5, 2308548.5, 788726.0, 11, 19
-10.000, 4.500, -465840.0, 3851869.2, 3851869.2, 1110791.3, 11, 19
-10.000, 4.550, 2019015.7, 2852334.3, 2852334.3, 848268.7, 11, 18
-10.000, 4.600, -1583872.2, 2351758.9, 2351758.9, 895152.7, 11, 19
-10.000, 4.650, -3915518.3, 2665530.2, 2665530.2, 675289.5, 11, 19
-10.000, 4.700, -11099814.3, 500057.3, 500057.3, 453542.6, 11, 18
-10.000, 4.750, -7733018.0, 851412.0, 851412.0, 493909.5, 11, 19
-10.000, 4.800, -1443004.5, 2227794.5, 2227794.5, 678652.9, 11, 19
-10.000, 4.850, 5176440.6, 2965780.6, 2965780.6, 803392.7, 11, 18
-10.000, 4.900, 1917414.2, 2394782.7, 2394782.7, 729921.1, 11, 19
-10.000, 4.950, 8860759.4, 4030851.2, 4030851.2, 998052.6, 11, 18
-10.000, 5.000, 1965830.1, 1955803.8, 1955803.8, 785063.1, 11, 19
-10.000, 5.050, 2460478.7, 5396951.6, 5396951.6, 1027176.6, 11, 19
-10.000, 5.100, 15387764.4, 3280646.0, 3280646.0, 1211449.2, 11, 18
-10.000, 5.150, -4514092.4, 1391854.2, 1391854.2, 490844.7, 11, 19
-10.000, 5.200, 5278005.5, 3861623.2, 3861623.2, 1123048.7, 11, 19
-10.000, 5.250, 1218247.8, 1984825.8, 1984825.8, 852256.3, 11, 18
-10.000, 5.300, 4923631.4, 1990131.7, 1990131.7, 761943.4, 11, 19
-10.000, 5.350, -4893624.1, 2206735.1, 2206735.1, 735117.8, 11, 19
-10.000, 5.400, -2001574.6, 1677232.1, 1677232.1, 716018.7, 11, 18
-10.000, 5.450, 5771426.8, 2828855.0, 2828855.0, 834036.7, 11, 19
-10.000, 5.500, 12037651.4, 4053864.8, 4053864.8, 1281611.9, 11, 18
-10.000, 5.550, -826908.7, 2912415.8, 2912415.8, 819280.9, 11, 19
-10.000, 5.600, 4203506.0, 2493634.5, 2493634.5, 962096.1, 11, 19
-10.000, 5.650, -8269698.4, 1734501.7, 1734501.7, 762833.8, 11, 18
-10.000, 5.700, 7227435.7, 3404927.9, 3404927.9, 1131193.9, 11, 19
-10.000, 5.750, -5265315.1, 1945588.8, 1945588.8, 741989.6, 11, 19
-10.000, 5.800, -4550388.2, 1724437.5, 1724437.5, 652679.8, 11, 18
-10.000, 5.850, -2228563.1, 2304145.7, 2304145.7, 811470.7, 11, 19
-10.000, 5.900, -37396.0, 4417825.1, 4417825.1, 1336893.4, 11, 19
-10.000, 5.950, 12620831.1, 3505574.0, 3505574.0, 942976.3, 11, 18
-10.000, 6.000, 6047131.4, 2988942.9, 2988942.9, 1005627.2, 11, 19
-10.000, 6.050, 10227159.6, 3010213.6, 3010213.6, 967907.9, 11, 18
-10.000, 6.100, 1626124.2, 3264350.4, 3264350.4, 968539.7, 11, 19
-10.000, 6.150, -6944061.6, 2018011.8, 2018011.8, 790394.5, 11, 19
-10.000, 6.200, -1530420.5, 3077246.9, 3077246.9, 943832.4, 11, 18
-10.000, 6.250, -1538032.4, 3615547.3, 3615547.3, 737962.7, 11, 19
-10.000, 6.300, 1018041.4, 3378604.2, 3378604.2, 1124099.2, 11, 19
-10.000, 6.350, -8086774.9, 1185022.1, 1185022.1, 587082.2, 11, 18
-10.000, 6.400, -5869651.5, 2619157.1, 2619157.1, 597235.9, 11, 19
-10.000, 6.450, 5866614.2, 4322986.0, 4322986.0, 1163495.7, 11, 19
-10.000, 6.500, -6145857.9, 876549.1, 876549.1, 464124.6, 11, 18
-10.000, 6.550, -1469281.5, 2044872.1, 2044872.1, 790341.6, 11, 19
-10.000, 6.600, -5503629.9, 1076139.0, 1076139.0, 593365.1, 11, 18
-10.000, 6.650, -4843711.2, 1385106.9, 1385106.9, 621313.3, 11, 19
-10.000, 6.700, 7025572.2, 4582562.1, 4582562.1, 1256259.9, 11, 19
-10.000, 6.750, 12177752.2, 4613947.7, 4613947.7, 1449159.9, 11, 18
-10.000, 6.800, 3487302.8, 3029044.7, 3029044.7, 897173.4, 11, 19
-10.000, 6.850, -1994471.3, 1521316.2, 1521316.2, 638150.5, 11, 19
-10.000, 6.900, 715697.0, 1770339.0, 1770339.0, 586046.6, 11, 18
-10.000, 6.950, 9975974.6, 3343373.2, 3343373.2, 1034829.2, 11, 19
-10.000, 7.000, 2435289.4, 1300911.5, 1300911.5, 586670.9, 11, 19
-10.000, 7.050, 3152877.1, 2128438.1, 2128438.1, 912610.9, 11, 18
-10.000, 7.100, -9561253.5, 853064.8, 853064.8, 642227.3, 11, 19
-10.000, 7.150, -11174581.1, 1322078.6, 1322078.6, 627729.6, 11, 18
-10.000, 7.200, -4163299.0, 1501041.5, 1501041.5, 603214.5, 11, 19
-10.000, 7.250, 4390182.2, 2062761.0, 2062761.0, 771832.1, 11, 19
-10.000, 7.300, -7451049.4, 2090666.1, 2090666.1, 876811.4, 11, 18
-10.000, 7.350, 163944.0, 2200499.7, 2200499.7, 797561.2, 11, 19
-10.000, 7.400, 5692391.8, 2822176.7, 2822176.7, 881438.1, 11, 19
-10.000, 7.450, 68218456.4, 15765503.7, 15765503.7, 4617489.5, 11, 18
-10.000, 7.500, -3795439.6, 1675998.7, 1675998.7, 558766.6, 11, 19
-10.000, 7.550, 3450468.7, 1669048.2, 1669048.2, 670024.6, 11, 19
-10.000, 7.600, 1433822.8, 2753455.1, 2753455.1, 885969.8, 11, 18
-10.000, 7.650, 6263629.1, 2467630.6, 2467630.6, 841661.9, 11, 19
-10.000, 7.700, -2918291.3, 3415005.2, 3415005.2, 966722.1, 11, 18
-10.000, 7.750, 635695.4, 2532133.7, 2532133.7, 956810.2, 11, 19
-10.000, 7.800, 62315.4, 2678145.8, 2678145.8, 867106.8, 11, 19
-10.000, 7.850, 1983311.7, 2024108.8, 2024108.8, 689046.0, 11, 18
-10.000, 7.900, -2132226.4, 1218662.3, 1218662.3, 530637.2, 11, 19
-10.000, 7.950, -3727567.4, 1691190.6, 1691190.6, 745747.4, 11, 19
-10.000, 8.000, -9058718.8, 980742.9, 980742.9, 473008.2, 11, 18
-10.000, 8.050, -6238463.8, 4164918.9, 4164918.9, 1022162.3, 11, 19
-10.000, 8.100, -5747532.7, 3693597.6, 3693597.6, 828966.2, 11, 19
-10.000, 8.150, 4542973.7, 3187874.9, 3187874.9, 1099422.8, 11, 18
-10.000, 8.200, -733576.1, 1876645.7, 1876645.7, 640449.9, 11, 19
-10.000, 8.250, -13572438.9, 723139.8, 723139.8, 460664.2, 11, 18
-10.000, 8.300, 2604075.6, 3481717.0, 3481717.0, 1165023.3, 11, 19
-10.000, 8.350, 8685157.6, 3413955.7, 3413955.7, 1038341.1, 11, 19
-10.000, 8.400, 4301231.6, 1980648.9, 1980648.9, 765033.4, 11, 18
-10.000, 8.450, 766806.3, 3869423.3, 3869423.3, 1189708.0, 11, 19
-10.000, 8.500, 3408736.5, 2946520.2, 2946520.2, 828261.0, 11, 19
-10.000, 8.550, -10441833.0, 499794.4, 499794.4, 492027.8, 11, 18
-10.000, 8.600, -5835154.1, 1050490.6, 1050490.6, 519664.7, 11, 19
-10.000, 8.650, 411028.4, 2212876.1, 2212876.1, 736024.9, 11, 19
-10.000, 8.700, -961404.4, 1881875.9, 1881875.9, 690219.1, 11, 18
-10.000, 8.750, 12536622.2, 2094284.4, 2094284.4, 881975.0, 11, 19
-10.000, 8.800, -628449.1, 2168677.6, 2168677.6, 951054.7, 11, 18
-10.000, 8.850, -140303.7, 3670232.4, 3670232.4, 1039869.7, 11, 19
-10.000, 8.900, 5332221.6, 3358851.0, 3358851.0, 1178450.7, 11, 19
-10.000, 8.950, -6819488.2, 2600113.6, 2600113.6, 654958.3, 11, 18
-10.000, 9.000, 3164956.3, 2822838.6, 2822838.6, 808363.4, 11, 19
-10.000, 9.050, -5025960.7, 2755509.1, 2755509.1, 1031507.4, 11, 19
